"video_id","author_link","create_time","author_avatar","thumbnail_url","video_diggcount","video_playcount","author_followers","author_followings","author_unique_id","author_nickname","video_sharecount","video_commentcount","signature"
"7381781429270711557","https://www.tiktok.com/@nomuricee","2024-06-18","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5623f1da4b00d67c221525076aba914a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=ac192e0a&x-expires=1752148800&x-signature=dezy6%2BX8hUjw3uK39Ezzc4tACzg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7381781429270711557.0000000.jpg","85454","2329220","335455","93","nomuricee","𝜗𝜚⋆₊˚","4593","736","💌 email for business inquiries : coffeestudieess@gmail.com product links 👇🏻"
"7381201562946817312","https://www.tiktok.com/@happydownloads","2024-06-16","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7381201562946817312.0000000.jpg","409567","6601826","1564195","258","happydownloads","HappyDownloads","15177","1872","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7333284422994742561","https://www.tiktok.com/@happydownloads","2024-02-08","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7333284422994742561.0000000.jpg","588046","11298172","1564195","258","happydownloads","HappyDownloads","21299","2152","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7273097094368333058","https://www.tiktok.com/@phuonghocdi","2023-08-30","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/80fbe0979066a5c870b477697ed9126f~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=c0a1f58b&x-expires=1752148800&x-signature=xlXzAv1ecVrdJ7waz7SClHCb8nE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7273097094368333058.0000000.jpg","134972","2842584","210527","40","phuonghocdi","Phương học đi","2355","346","🎓 peds PGY1 @ VinUni 💌 for work: phuonghocdi@gmail.com"
"7248289872186789146","https://www.tiktok.com/@happydownloads","2023-06-24","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7248289872186789146.0000000.jpg","803365","12056082","1564195","258","happydownloads","HappyDownloads","21065","2446","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7495382080747031830","https://www.tiktok.com/@glich.stream","2025-04-20","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9a277bf3492bbc475197fd75c2e2ae6b~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=bb52e222&x-expires=1752148800&x-signature=R6Fd2GkzK%2BbwbS8YC%2FWomM9aUM0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7495382080747031830.0000000.jpg","428","11459","73100","12","glich.stream","A Pragmatic Engineer 👨‍💻","40","17","SWE @GitHub DeInfluencer: Programming, Tech, Career All the links you need 👇"
"7448272336777710880","https://www.tiktok.com/@happydownloads","2024-12-14","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7448272336777710880.0000000.jpg","752047","13172182","1564195","258","happydownloads","HappyDownloads","41134","2963","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7390572016648162561","https://www.tiktok.com/@dalee_chea","2024-07-12","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c03e8a7c30c5b911b2ee21d902b15c88~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=3f4adb93&x-expires=1752148800&x-signature=Ybnz27QdhkD9CvbOazVhMRRpN4k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7390572016648162561.0000000.jpg","18310","205021","27204","218","dalee_chea","ʚɞ Sodalee ᵕ̈ 🎀","706","100","Sharing Happy Moments 🎀 Work email : Sodaleechea77@gmail.com"
"7401613845405519137","https://www.tiktok.com/@happydownloads","2024-08-10","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7401613845405519137.0000000.jpg","65133","1705280","1564195","258","happydownloads","HappyDownloads","3265","307","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7487670029387828502","https://www.tiktok.com/@happydownloads","2025-03-30","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7487670029387828502.0000000.jpg","225257","5997266","1564195","258","happydownloads","HappyDownloads","25593","1647","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7499163554088570134","https://www.tiktok.com/@happydownloads","2025-04-30","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7499163554088570134.0000000.jpg","278859","3572474","1564195","258","happydownloads","HappyDownloads","14316","801","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7505312415966334215","https://www.tiktok.com/@kilonotesapp","2025-05-17","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-aiso/3a7eec492bce77f1c560b04c6392234f~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=ecb8a51d&x-expires=1752148800&x-signature=1uqFT%2FSQx9Sp%2Fat4PYjZzBwzt9k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7505312415966334215.0000000.jpg","2591","64657","94347","230","kilonotesapp","Create with kilonotes | Sophia","109","82","👋🏻 I'm Sophia 📱 iPad-Android study notes+digital journal ⬇️ Download for FREE"
"7419790653518843169","https://www.tiktok.com/@happydownloads","2024-09-28","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/72f2111386d9baab4a8be75bb2b535fb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=13e7f257&x-expires=1752148800&x-signature=lfxcv5ZKj5GPUzsOBJUb0zjkmlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7419790653518843169.0000000.jpg","40311","1512440","1564195","258","happydownloads","HappyDownloads","2274","221","iPad & Samsung tips 👇 my planner shop & Amazon favs 💌 rina@happydownloads.net"
"7456597079499214126","https://www.tiktok.com/@loricichanowicz","2025-01-06","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7339303479904567339~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=725a01e2&x-expires=1752148800&x-signature=vVTP5d8EXzPIStWtvb6twjBghGY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7456597079499214126.0000000.jpg","225","9422","87861","355","loricichanowicz","Darkness of the Twilightmoon","0","13","Small business link below. Want to collab? help@darknessofthetwilightmoon.com"
"7489457058643856662","https://www.tiktok.com/@studyerik","2025-04-04","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/11168e1226baafbcab95849727ec072c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=4d176f69&x-expires=1752148800&x-signature=72FtaeT2hud0zp%2FJ867Ty2Ipd3g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7489457058643856662.0000000.jpg","648","12466","45088","31","studyerik","Study tips and motivation 📄","30","13","The best study tips on tiktok"
"7422751576240016672","https://www.tiktok.com/@plrdigitalplanner","2024-10-06","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/30c48953bf7df457fc5d55d50ae844d0~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=abd74b84&x-expires=1752148800&x-signature=V7Vj66CltQBkFvuOh1Egvddy4NY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7422751576240016672.0000000.jpg","47435","1007749","119857","191","plrdigitalplanner","✨ Mar | PLR Digital Products","4077","600","*MY ONLY ACCOUNT*  I DON'T DM ⚠️ ✨ Teaching you how to make 💸 My free guide ⤵️"
"7509180403685543210","https://www.tiktok.com/@memoriesbymeyers","2025-05-27","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7348183593421635630~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=6da7d3de&x-expires=1752148800&x-signature=kCWE8yl%2BQBJ%2FkvSPMoy7M8ehgiQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7509180403685543210.0000000.jpg","141","6198","853448","969","memoriesbymeyers","Jenna Meyers","1","4","Hand Lettering Artist  Small Business Owner Mom of Four!  💙💛the lucky few💛💙"
"7465818501475863850","https://www.tiktok.com/@jennxmae","2025-01-30","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2049230dab1d16dee796075f6bcdb22a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=1345a74e&x-expires=1752148800&x-signature=GTFuxnY%2FGwHF4UxiRmGUPuIJtEM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7465818501475863850.0000000.jpg","247","6095","20250","328","jennxmae","Jenn | Business Analyst","7","53","Your Tatted Corporate Girly WFH, Wifey & Mom Life  📧 retailtherapymom@gmail.com"
"7469592755766054190","https://www.tiktok.com/@forevercraftingwithjess","2025-02-10","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6fad79b05165319bb812e0b6f0b3d688~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=8968fd48&x-expires=1752148800&x-signature=upMHBiRhHDpj4hIBVG9HXxJ3GZs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7469592755766054190.0000000.jpg","152","6255","19496","288","forevercraftingwithjess","Forever Crafting with Jess","7","7","Mama owned business and crafty AF http://forevercraftingwithjess.square.site"
"7515813255743360298","https://www.tiktok.com/@teachwithmx.ram","2025-06-14","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/02a2384f51edb21bd53d6d1e694ffe12~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=e6c1c208&x-expires=1752148800&x-signature=xdOZEPV4i6tPwfoeuzD%2BVJxGIPk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7515813255743360298.0000000.jpg","209","5145","1365377","2834","teachwithmx.ram","teachwithmx.ram","2","8","📦6113 Saratoga Blvd. Ste. F, PMB 209 CC, TX 78414  💌Teachwithmx.ram@gmail.com"
"7447714783840750878","https://www.tiktok.com/@letterswithlandri","2024-12-13","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f2acec588f0f941603459b623fb017fe~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=8cb65e55&x-expires=1752148800&x-signature=nluwNBq2ZzzgU8RDYbnXr46C9v0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7447714783840750878.0000000.jpg","2237","72292","185540","739","letterswithlandri","Landri | Teacher Handwriting","30","11","Love like Jesus 🫶🏼 PE Teacher/handwriting"
"7504351520490638634","https://www.tiktok.com/@writech_pens","2025-05-14","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/63e508e80e686fd1f62ca6db4598066a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=24c65e63&x-expires=1752148800&x-signature=wTRDdSqayHYRxQR%2Fxm7Sw71zU2s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7504351520490638634.0000000.jpg","85452","2808039","21388","32","writech_pens","writech_pens","5585","451","Writech Finds｜Daily Reviews ✍️ Shop now👇🏻"
"7466590456692935982","https://www.tiktok.com/@journaleuphoria","2025-02-01","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7323288270647853098~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=28658d29&x-expires=1752148800&x-signature=7K4omOKy8p3FVttdsGGzby3e8sM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7466590456692935982.0000000.jpg","938","11387","106990","231","journaleuphoria","journaleuphoria","18","9","creative journaling + productivity ⇩ all my supplies ⇩"
"7457257072732867886","https://www.tiktok.com/@memoriesbymeyers","2025-01-07","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7348183593421635630~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=6da7d3de&x-expires=1752148800&x-signature=kCWE8yl%2BQBJ%2FkvSPMoy7M8ehgiQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7457257072732867886.0000000.jpg","541","20150","853448","969","memoriesbymeyers","Jenna Meyers","11","11","Hand Lettering Artist  Small Business Owner Mom of Four!  💙💛the lucky few💛💙"
"7515776742393515310","https://www.tiktok.com/@kali.speaks","2025-06-14","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/66b939bc8a96ecb4a6a0e87f985f56a0~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=e2d6cf64&x-expires=1752148800&x-signature=UlgWjRyudZvrCrApw0CXZtfJLd4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7515776742393515310.0000000.jpg","215","6321","114237","1169","kali.speaks","YOUTUBE📸:kali.speaks","3","1","Jesus Christ is Lord ✝️ 📧kaliyah2.xfl@gmail.com Discord Bible study⬇️"
"7461046273878068523","https://www.tiktok.com/@essynotes","2025-01-18","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f459678ea0979f14f8d44aec8b135032~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=7df07745&x-expires=1752148800&x-signature=Yk2pZCAqvq6JhHaMDiD1%2BR0HdbQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7461046273878068523.0000000.jpg","73550","1835179","221755","106","essynotes","essynotes✨","3016","280","☕️🌿🌱 🍵 pens I use are linked below 🫶🏼"
"7365022080292670753","https://www.tiktok.com/@iphonephotographyschool","2024-05-04","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2c88301d00a5ede2365e57a3180dd8af~tplv-tiktokx-cropcenter:100:100.webp?dr=14579&refresh_token=f37b7738&x-expires=1752148800&x-signature=Z%2FtKYkHVIG%2FOdj%2BFCDd7HvUUozc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7365022080292670753.0000000.jpg","1403","62137","663913","18","iphonephotographyschool","iPhone Photography School","107","2","Unlock the EXACT blueprint to capture breathtaking iPhone photos 😍  80% OFF👇"
"7485056124115307798","https://www.tiktok.com/@mayaspirationn","2025-03-23","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3b0920e8f1a48e214ad24678df86ea52~tplv-tiktokx-cropcenter:100:100.webp?dr=14579&refresh_token=95785deb&x-expires=1752148800&x-signature=3ncy0rNODbeIqSKkEDKFWMg5MfE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7485056124115307798.0000000.jpg","12509","366827","177776","134","mayaspirationn","Mayaspirationn","955","71","Lifestyle, self-growth, fashion Legal advisor"
"7456453680800222496","https://www.tiktok.com/@healthwithnyrah","2025-01-05","https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-avt-0068/08a5f256ca6b1bbc0b5a581eafaf39d5~tplv-tiktokx-cropcenter:100:100.webp?dr=14579&refresh_token=84a09c6a&x-expires=1752148800&x-signature=Kr4Hpvf%2FZ0e3jGlZkNhYBsOaYUo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7456453680800222496.0000000.jpg","9187","516360","500113","0","healthwithnyrah","Pharmacist Nyrah","2023","399","I make health & skincare simple for all❤️  Collab? allegra@thebookingproject.com"
"7437217276878900526","https://www.tiktok.com/@jacquelineosull","2024-11-14","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/29fd704f69df0ceb941e186e358163cb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=47995296&x-expires=1752148800&x-signature=PUu%2F9KaaZYIpWo8wGT8WQ4rHvmY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=2472a6c6&idc=maliva","https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ogYrEHBzBwAItAIOAiKbfAQA2dEBmi6byJZTsC~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1370&idc=maliva&ps=933b5bde&refresh_token=2c97e8ee&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1752026400&x-signature=6xnLmte5rk5bkKiKuBlcwQa%2F7VU%3D","428671","7003583","16095","28","jacquelineosull","Jacqueline","87624","1893","The corporate life hack --> ""Minutes AI"" on the App Store 😘"
